Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA
1,Patrick van Aanholt\5f09991f,nl NED,DF,Crystal Palace,28,1990,29,29,2507,27.9,3,2,2,1,1,0,0,0.11,0.07,0.18,0.07,0.14,2.4,1.6,3.2,4.8
2,Max Aarons\774cf58b,eng ENG,DF,Norwich City,19,2000,36,36,3240,36.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,3.4,3.9
3,Tammy Abraham\f586779e,eng ENG,FW,Chelsea,21,1997,34,25,2215,24.6,15,3,15,0,0,2,0,0.61,0.12,0.73,0.61,0.73,14.1,14.1,2.5,16.6
4,Che Adams\f2bf1b0f,sct SCO,FW,Southampton,23,1996,30,12,1111,12.3,4,2,4,0,0,0,0,0.32,0.16,0.49,0.32,0.49,4.0,4.0,1.2,5.2
5,Adrián\f76e6b4e,es ESP,GK,Liverpool,32,1987,11,9,875,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
6,Sergio Agüero\4d034881,ar ARG,FW,Manchester City,31,1988,24,18,1452,16.1,16,3,14,2,3,1,0,0.99,0.19,1.18,0.87,1.05,14.1,11.9,2.4,14.3
7,Albian Ajeti\2b1c4abd,ch SUI,MFFW,West Ham,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2
8,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,24,1995,29,29,2503,27.8,2,2,2,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,0.6,3.0
9,Marc Albrighton\b827d5b3,eng ENG,MFDF,Leicester City,29,1989,20,9,867,9.6,0,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,0.6,0.6,2.0,2.6
10,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,30,1989,33,33,2957,32.9,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.1,2.2
11,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,20,1998,38,35,3175,35.3,4,13,4,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.9,12.7
12,Alisson\7a2e46a8,br BRA,GK,Liverpool,26,1992,29,29,2543,28.3,0,1,0,0,0,0,1,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.5,0.5
13,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,23,1996,25,21,1847,20.5,8,4,7,1,1,2,0,0.39,0.19,0.58,0.34,0.54,7.1,6.3,2.0,8.3
14,Miguel Almirón\862a1c15,py PAR,MFFW,Newcastle Utd,25,1994,36,35,3021,33.6,4,2,4,0,0,5,0,0.12,0.06,0.18,0.12,0.18,6.3,6.3,1.6,7.9
15,Marcos Alonso\f4290206,es ESP,DF,Chelsea,28,1990,18,15,1430,15.9,4,2,4,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2.0,2.0,2.2,4.2
16,Steven Alzate\ad1f61f3,co COL,MFDF,Brighton,20,1998,19,12,1188,13.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.7,1.9
17,Ibrahim Amadou\9260926b,fr FRA,DFMF,Norwich City,26,1993,11,8,759,8.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0
18,Felipe Anderson\9f1893b9,br BRA,MFFW,West Ham,26,1993,25,20,1497,16.6,1,4,1,0,0,1,0,0.06,0.24,0.30,0.06,0.30,2.5,2.5,3.1,5.5
19,Florin Andone\dc008610,ro ROU,MFFW,Brighton,26,1993,3,1,73,0.8,1,0,1,0,0,0,1,1.23,0.00,1.23,1.23,1.23,0.1,0.1,0.0,0.2
20,Angeliño\30941e96,es ESP,DF,Manchester City,22,1997,6,4,423,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4
21,Faustino Anjorin\b105919e,eng ENG,FW,Chelsea,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
22,Michail Antonio\ac05f970,jm JAM,FW,West Ham,29,1990,24,19,1768,19.6,10,3,9,1,1,3,0,0.51,0.15,0.66,0.46,0.61,11.7,10.9,2.7,13.6
23,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,27,1992,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,4.0
24,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,24,1994,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
25,Christian Atsu\8816329f,gh GHA,FWMF,Newcastle Utd,27,1992,19,6,749,8.3,0,3,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.9,1.1
26,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,30,1989,36,35,3136,34.8,22,3,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,15.8,14.3,2.9,17.2
27,Serge Aurier\5c2b4f07,ci CIV,DF,Tottenham,26,1992,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.20,0.03,0.20,0.6,0.6,2.8,3.4
28,Jordan Ayew\da052c14,gh GHA,FWMF,Crystal Palace,27,1991,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,8.4
29,César Azpilicueta\53cad200,es ESP,DF,Chelsea,29,1989,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.8,8.5
30,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
31,Leighton Baines\b18095b6,eng ENG,DF,Everton,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.8
32,Fabián Balbuena\3626f7d9,py PAR,DF,West Ham,27,1991,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,1.7
33,George Baldock\394854c4,eng ENG,DF,Sheffield Utd,26,1993,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,3.5
34,Phil Bardsley\1ae30132,sct SCO,DF,Burnley,34,1985,21,21,1890,21.0,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.7,0.9
35,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,25,1993,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,4.9
36,Ashley Barnes\2691c772,eng ENG,FW,Burnley,29,1989,19,17,1352,15.0,6,0,5,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.6,4.8,0.5,5.3
37,Harvey Barnes\3ea50f67,eng ENG,MFFW,Leicester City,21,1997,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.60,0.26,0.60,8.7,8.7,3.5,12.2
38,Chris Basham\1aa84968,eng ENG,DF,Sheffield Utd,31,1988,38,38,3242,36.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.6
39,Borja Bastón\8c44e37b,es ESP,MFFW,Aston Villa,26,1992,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
40,Michy Batshuayi\2973d8ff,be BEL,FW,Chelsea,25,1993,16,1,239,2.7,1,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,2.4
41,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,23,1996,34,34,3057,34.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,0.1,0.9
42,Héctor Bellerín\f874dd44,es ESP,DF,Arsenal,24,1995,15,13,1158,12.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.3,0.8
43,Ryan Bennett\0bad4516,eng ENG,DF,Leicester City,29,1990,5,3,331,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
44,Ryan Bennett\0bad4516,eng ENG,DF,Wolves,29,1990,11,7,606,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
45,Nabil Bentaleb\3189f61a,dz ALG,MF,Newcastle Utd,24,1994,12,8,751,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3
46,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,28,1990,24,13,1261,14.0,2,1,2,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.1,7.2
47,Jóhann Berg Guðmundsson\f72293fc,is ISL,MF,Burnley,28,1990,12,6,621,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.1,1.1,0.8,1.9
48,Sander Berge\d0b6129f,no NOR,MF,Sheffield Utd,21,1998,14,12,943,10.5,1,1,1,0,0,0,0,0.10,0.10,0.19,0.10,0.19,0.5,0.5,0.4,0.9
49,Steven Bergwijn\a29b1131,nl NED,FWMF,Tottenham,21,1997,14,8,704,7.8,3,1,3,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1.0,2.2
50,Bernard\ab4b3e35,br BRA,MFFW,Everton,26,1992,27,15,1280,14.2,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.9,3.0
51,Bernardo\17370b95,br BRA,DF,Brighton,24,1995,14,7,679,7.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4
52,Ryan Bertrand\01226327,eng ENG,DF,Southampton,29,1989,32,31,2742,30.5,1,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,1.7,1.7,3.5,5.2
53,Muhamed Bešić\7ca9f0f0,ba BIH,MF,Sheffield Utd,26,1992,9,2,250,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2
54,Philip Billing\d328a254,dk DEN,MF,Bournemouth,23,1996,34,29,2530,28.1,1,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,2.5,2.5,1.0,3.5
55,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,22,1996,22,15,1259,14.0,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.1,0.6
56,Willy Boly\a4ac4b8f,ci CIV,DF,Wolves,28,1991,22,22,1979,22.0,0,1,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.3,0.6
57,Gaëtan Bong\cfd5e123,cm CMR,MFDF,Brighton,31,1988,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
58,Sofiane Boufal\b0c71810,ma MAR,MFFW,Southampton,25,1993,20,8,764,8.5,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,2.7,3.6
59,Jarrod Bowen\79c84d1c,eng ENG,FW,West Ham,22,1996,13,11,917,10.2,1,4,1,0,0,0,0,0.10,0.39,0.49,0.10,0.49,1.7,1.7,2.2,3.9
60,Robbie Brady\96bb8cc2,ie IRL,MF,Burnley,27,1992,17,5,454,5.0,1,2,1,0,0,1,0,0.20,0.40,0.59,0.20,0.59,1.2,1.2,0.3,1.5
61,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,17,2002,4,2,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
62,Claudio Bravo\10072610,cl CHI,GK,Manchester City,36,1983,4,3,347,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
63,Armando Broja\97220da2,al ALB,FW,Chelsea,17,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
64,David Brooks\dc4cae05,wls WAL,MF,Bournemouth,22,1997,9,8,506,5.6,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.8,0.8,0.4,1.2
65,Josh Brownhill\47369df8,eng ENG,MF,Burnley,23,1995,10,9,805,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5
66,Emi Buendía\66b76d44,ar ARG,FWMF,Norwich City,22,1996,36,28,2464,27.4,1,7,1,0,0,6,1,0.04,0.26,0.29,0.04,0.29,2.2,2.2,7.2,9.4
67,Dan Burn\b2d31e83,eng ENG,DF,Brighton,27,1992,34,33,2880,32.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.2,2.4
68,Sam Byram\1bf811d4,eng ENG,DF,Norwich City,25,1993,17,15,1293,14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,1.7
69,Willy Caballero\a179d516,ar ARG,GK,Chelsea,37,1981,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
70,Gary Cahill\7914b9fe,eng ENG,DF,Crystal Palace,33,1985,25,25,2167,24.1,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.3,1.6
71,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,22,1997,36,30,2626,29.2,13,1,13,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.3,14.3,1.0,15.3
72,Víctor Camarasa\b2d03887,es ESP,MF,Crystal Palace,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
73,João Cancelo\bd6351cd,pt POR,DF,Manchester City,25,1994,17,13,1208,13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.2
74,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,21,1998,37,30,2489,27.7,6,2,6,0,0,6,0,0.22,0.07,0.29,0.22,0.29,5.8,5.8,2.8,8.6
75,Étienne Capoue\5acc4a10,fr FRA,MF,Watford,31,1988,30,30,2627,29.2,0,3,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,3.1,3.9
76,Andy Carroll\b581987a,eng ENG,FW,Newcastle Utd,30,1989,19,4,632,7.0,0,4,0,0,0,1,0,0.00,0.57,0.57,0.00,0.57,0.9,0.9,1.6,2.5
77,Jonny Castro\e28868f3,es ESP,DF,Wolves,25,1994,35,33,2887,32.1,2,2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,0.9,2.2
78,Craig Cathcart\89e4b358,nir NIR,DF,Watford,30,1989,29,28,2488,27.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3
79,Dani Ceballos\c0617e2b,es ESP,MF,Arsenal,22,1996,24,18,1692,18.8,0,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.9,2.4
80,Nathaniel Chalobah\422862ea,eng ENG,MF,Watford,24,1994,22,10,930,10.3,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.1,1.6
81,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,24,1995,14,13,1102,12.2,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.7,1.4
82,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,22,1996,27,27,2373,26.4,3,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,3.6,4.6
83,Tahith Chong\2696b6a9,nl NED,FWDF,Manchester Utd,19,1999,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
84,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,21,1997,20,10,893,9.9,1,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.5,0.5,0.1,0.6
85,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,23,1996,21,21,1751,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.8
86,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,29,1989,14,14,1186,13.2,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.3,1.3,0.0,1.3
87,Leon Clarke\91c975a0,eng ENG,FWMF,Sheffield Utd,34,1985,2,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3
88,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,29,1989,18,11,971,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,2.1
89,Conor Coady\2928dca2,eng ENG,DF,Wolves,26,1993,38,38,3420,38.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7
90,Séamus Coleman\0420d84f,ie IRL,DF,Everton,30,1988,27,21,1839,20.4,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.6,1.3
91,Aaron Connolly\27c01749,ie IRL,FW,Brighton,19,2000,24,14,1258,14.0,3,1,3,0,0,0,0,0.21,0.07,0.29,0.21,0.29,3.2,3.2,0.3,3.5
92,Lewis Cook\2afc7272,eng ENG,MF,Bournemouth,22,1997,27,14,1352,15.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3
93,Steve Cook\3e5e4e63,eng ENG,DF,Bournemouth,28,1991,29,28,2428,27.0,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,1.1
94,Jack Cork\74e12f1e,eng ENG,MF,Burnley,30,1989,30,30,2613,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.7,2.4
95,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,29,1989,31,31,2727,30.3,3,0,3,0,0,7,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.8,3.1
96,Patrick Cutrone\a4fe8cda,it ITA,FW,Wolves,21,1998,12,3,297,3.3,2,0,2,0,0,0,0,0.61,0.00,0.61,0.61,0.61,2.4,2.4,0.0,2.4
97,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,20,1999,4,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
98,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,32,1986,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
99,Scott Dann\52105203,eng ENG,DF,Crystal Palace,32,1987,16,14,1266,14.1,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.4,0.8
100,Kevin Danso\6e33125f,at AUT,DF,Southampton,20,1998,6,3,277,3.1,0,1,0,0,0,2,1,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.3
101,Ben Davies\44781702,wls WAL,DF,Tottenham,26,1993,18,16,1431,15.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9
102,Tom Davies\9228b07c,eng ENG,MF,Everton,21,1998,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.3,2.3
103,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.2,2.1
104,Craig Dawson\3e9e06cb,eng ENG,DF,Watford,29,1990,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,0.3,2.6
105,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,28,1991,35,32,2791,31.0,13,20,11,2,2,3,0,0.42,0.64,1.06,0.35,1.00,7.6,6.2,18.4,24.5
106,Troy Deeney\82e34b69,eng ENG,FW,Watford,31,1988,27,26,2225,24.7,10,2,5,5,6,3,0,0.40,0.08,0.49,0.20,0.28,9.8,5.2,3.6,8.8
107,Fabian Delph\111c3236,eng ENG,MF,Everton,29,1989,16,13,1190,13.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4
108,Leander Dendoncker\5a7301ae,be BEL,MFDF,Wolves,24,1995,38,32,2795,31.1,4,0,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.6,1.6,0.6,2.1
109,Gerard Deulofeu\39583cfd,es ESP,FW,Watford,25,1994,28,25,2098,23.3,4,5,3,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.2,4.5,4.6,9.1
110,Eric Dier\ac861941,eng ENG,DFMF,Tottenham,25,1994,19,15,1344,14.9,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,0.1,1.1
111,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,26,1993,35,35,3030,33.7,0,7,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,1.4,1.4,6.0,7.5
112,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,28,1991,38,38,3420,38.0,5,1,5,0,0,1,0,0.13,0.03,0.16,0.13,0.16,2.9,2.9,1.3,4.2
113,Issa Diop\a712ca2b,fr FRA,DF,West Ham,22,1997,32,31,2766,30.7,3,1,3,0,0,8,0,0.10,0.03,0.13,0.10,0.13,1.6,1.6,0.9,2.5
114,Moussa Djenepo\254147d4,ml MLI,MFDF,Southampton,21,1998,18,10,928,10.3,2,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.7,2.7,1.3,4.1
115,Matt Doherty\d557d734,ie IRL,DF,Wolves,27,1992,36,32,2839,31.5,4,3,4,0,0,1,0,0.13,0.10,0.22,0.13,0.22,5.2,5.2,1.8,6.9
116,Abdoulaye Doucouré\02b29014,ml MLI,MF,Watford,26,1993,37,36,3156,35.1,4,2,4,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.3,5.3,2.6,8.0
117,Thomas Doyle\5526deb1,eng ENG,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
118,Danny Drinkwater\2649ff32,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
119,Danny Drinkwater\2649ff32,eng ENG,MF,Burnley,29,1990,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
120,Josip Drmić\15ea94de,ch SUI,FWMF,Norwich City,26,1992,21,5,647,7.2,1,0,1,0,0,0,1,0.14,0.00,0.14,0.14,0.14,2.6,2.6,0.4,3.0
121,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,30,1989,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
122,Ondrej Duda\79ca3e23,sk SVK,MF,Norwich City,24,1994,10,9,724,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.8
123,Shane Duffy\7314bba4,ie IRL,DF,Brighton,27,1992,19,12,1238,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.0,1.5
124,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,27,1991,16,14,1228,13.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2
125,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,27,1991,36,36,3230,35.9,3,3,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4.0,4.0,1.1,5.2
126,Ederson\3bb7b8b4,br BRA,GK,Manchester City,25,1993,35,35,3071,34.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
127,John Egan\debe38a0,ie IRL,DF,Sheffield Utd,26,1992,36,36,3187,35.4,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.3,2.3,0.1,2.4
128,Harvey Elliott\c8387671,eng ENG,DF,Liverpool,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
129,Ahmed Elmohamady\615ef733,eg EGY,DF,Aston Villa,31,1987,18,11,1031,11.5,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.6,2.8
130,Björn Engels\4fdf1fd9,be BEL,DF,Aston Villa,24,1994,17,15,1447,16.1,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.8
